Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
52,0.028368794,0.170212766,0.5,0,0.25,0.75,0.229275162,0.174773059,0.009456265,0.014184397
56,0.085106383,0.234042553,0,0,0.083333333,0.916666667,0.000221419,0.000212562,0.241134752,0.241134752
67,0.014184397,0.007092199,0,0,1,0,0.205069614,0.352581541,0.014184397,0.014184397
69,0.007092199,0,0,0,0,1,0.000212562,0.000106281,0.007092199,0.007092199
73,0.063829787,0.113475177,0.444444444,0,0.222222222,0.777777778,0.264959082,0.361081023,0.021276596,0.028368794
76,0.042553191,0.439716312,0.166666667,0,0,1,0.000212562,0.000212562,0.035460993,0.035460993
77,0.035460993,0.028368794,0.4,0,0.4,0.6,0.295164204,0.356975252,0.011820331,0.021276596
79,0.127659574,0.156028369,0.277777778,0.055555556,0.166666667,0.833333333,0.231037659,0.363573732,0.021276596,0.042553191
80,0.007092199,0,0,0,0,1,0.000212562,0.000153769,0.007092199,0.007092199
82,0.042553191,0.092198582,0.5,0,0.333333333,0.666666667,0.109416516,0.350359434,0.01891253,0.028368794
85,0.113475177,0.106382979,0.3125,0.0625,0.125,0.875,0.259645021,0.367963674,0.022695035,0.056737589
86,0.042553191,0.04964539,0.333333333,0,0.333333333,0.666666667,0.24852092,0.356721986,0.014184397,0.028368794
87,0.007092199,0,0,0,1,0,0.271548517,0.352581541,0.007092199,0.007092199
92,0.007092199,0,0,0,0,1,0.000212562,0.000212562,0.007092199,0.007092199
93,0.028368794,0.021276596,0,0,0,1,0.000239133,0.000166583,0.028368794,0.028368794
94,0.042553191,0.063829787,0,0,0.833333333,0.166666667,0.191288483,0.000212562,0.070921986,0.070921986
113,0.014184397,0.028368794,0,0,0,1,0.000212562,0.000141708,0.035460993,0.035460993
125,0.028368794,0.028368794,0,0,0,1,0.000212562,0.000130402,0.035460993,0.035460993
140,0.014184397,0.007092199,0,0,0,1,0.000212562,0.000212562,0.014184397,0.014184397
146,0.021276596,0.035460993,0,0,0,1,0.000212562,0.000212562,0.042553191,0.042553191
162,0.014184397,0.007092199,0,0,0,1,0.000212562,0.000212562,0.014184397,0.014184397
175,0.014184397,0.092198582,0,0,0.5,0.5,0.017642683,0.000140955,0.09929078,0.09929078
207,0.007092199,0,0,0,0,1,0.000212562,0.000106281,0.007092199,0.007092199
209,0.078014184,0.070921986,0,0,0,1,0.000222224,0.000134171,0.078014184,0.078014184
211,0.007092199,0,0,0,0,1,0.000212562,0.000212562,0.007092199,0.007092199
214,0.007092199,0,0,0,0,1,0.000212562,0.000148492,0.007092199,0.007092199
218,0.085106383,0.120567376,0.333333333,0.083333333,0.25,0.75,0.258856768,0.363499863,0.021276596,0.04964539
220,0.063829787,0.056737589,0,0,0,1,0.000212562,0.000113065,0.063829787,0.063829787
241,0.085106383,0.092198582,0,0,0.5,0.5,0.120195203,0.000212562,0.09929078,0.09929078
242,0.007092199,0,0,0,1,0,0.220746094,0.352581541,0.007092199,0.007092199
248,0.042553191,0.035460993,0.5,0.166666667,0.166666667,0.833333333,0.25523435,0.359121228,0.021276596,0.028368794
250,0.014184397,0.007092199,0,0,0.5,0.5,0.076097354,0.000158291,0.014184397,0.014184397
251,0.113475177,0.113475177,0.1875,0.3125,0.25,0.75,0.254756085,0.197558698,0.037825059,0.078014184
257,0.056737589,0.09929078,0.25,0,0.5,0.5,0.185274737,0.161784138,0.046099291,0.078014184
258,0.042553191,0.042553191,0,0,0,1,0.000212562,0.000212562,0.04964539,0.04964539
261,0.134751773,0.156028369,0.105263158,0,0.631578947,0.368421053,0.220097219,0.36157851,0.070921986,0.092198582
264,0.092198582,0.085106383,0.461538462,0,0,1,0.151589722,0.180745913,0.01536643,0.035460993
269,0.014184397,0.007092199,0,0,0,1,0.000212562,0.000212562,0.014184397,0.014184397
276,0.070921986,0.113475177,0,0,0,1,0.000212562,0.000212562,0.120567376,0.120567376
372,0.042553191,0.035460993,0,0,0,1,0.000212562,0.000212562,0.042553191,0.042553191
377,0.007092199,0,0,0,0,1,0.000212562,0.000106281,0.007092199,0.007092199
398,0.014184397,0.007092199,0,0,0,1,0.000212562,0.000212562,0.014184397,0.014184397
408,0.007092199,0,0,0,0,1,0.000212562,0.000106281,0.007092199,0.007092199
410,0.021276596,0.035460993,0,0,0,1,0.000212562,0.000212562,0.042553191,0.042553191
415,0.078014184,0.070921986,0.272727273,0,0.363636364,0.636363636,0.182687755,0.351873753,0.026004728,0.035460993
419,0.035460993,0.042553191,0.4,0,0.2,0.8,0.296056967,0.357860175,0.017730496,0.028368794
421,0.085106383,0.092198582,0.25,0.166666667,0.333333333,0.666666667,0.265579055,0.363955139,0.021276596,0.04964539
422,0.113475177,0.156028369,0.125,0.3125,0.3125,0.6875,0.25219205,0.372046079,0.081560284,0.113475177
423,0.014184397,0.007092199,0,0,1,0,0.294664683,0.352581541,0.014184397,0.014184397
