Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
129,0.006269592,0.040752351,0,0,1,0,0.103014506,0.428425113,0.043887147,0.043887147
299,0.009404389,0.012539185,0,0,1,0,0.17920822,0.428425113,0.015673981,0.015673981
300,0.068965517,0.068965517,0.227272727,0.090909091,0.409090909,0.590909091,0.276456771,0.43845369,0.014420063,0.02507837
301,0.009404389,0.006269592,0.666666667,0,0,1,0.185667875,0.428419429,0.009404389,0.009404389
302,0.02507837,0.034482759,0.25,0,0.25,0.75,0.351697076,0.433951506,0.012539185,0.018808777
303,0.028213166,0.05015674,0.444444444,0,0.222222222,0.777777778,0.264808099,0.117566227,0.00862069,0.012539185
304,0.02507837,0.028213166,0,0,1,0,0.1687585,0.428425113,0.031347962,0.031347962
471,0.056426332,0.053291536,0.111111111,0.055555556,0.166666667,0.833333333,0.302394983,0.139847651,0.028213166,0.043887147
472,0.053291536,0.056426332,0.411764706,0.058823529,0.117647059,0.882352941,0.296030878,0.434979622,0.007613077,0.012539185
473,0.065830721,0.090909091,0.285714286,0.095238095,0.285714286,0.714285714,0.23439861,0.120546841,0.013434841,0.043887147
474,0.109717868,0.106583072,0.114285714,0.142857143,0.2,0.8,0.269187929,0.440406543,0.027429467,0.087774295
644,0.062695925,0.062695925,0.4,0.05,0.15,0.85,0.248997053,0.339467454,0.00822884,0.021943574
646,0.037617555,0.037617555,0.333333333,0.083333333,0.416666667,0.583333333,0.268576232,0.433492513,0.010188088,0.015673981
647,0.065830721,0.062695925,0.142857143,0.047619048,0.428571429,0.571428571,0.265126495,0.436257485,0.021943574,0.034482759
648,0.02507837,0.021943574,0.25,0.125,0.125,0.875,0.367477901,0.434703232,0.02507837,0.02507837
762,0.003134796,0,0,0,1,0,0.157524932,0.428425113,0.003134796,0.003134796
763,0.006269592,0.003134796,0,0,1,0,0.260369447,0.428425113,0.006269592,0.006269592
765,0.003134796,0,0,0,1,0,0.264845875,0.428425113,0.003134796,0.003134796
766,0.090909091,0.090909091,0.310344828,0.137931034,0.206896552,0.793103448,0.199803827,0.338302919,0.009090909,0.028213166
769,0.021943574,0.021943574,0.428571429,0.142857143,0.142857143,0.857142857,0.375728533,0.434336961,0.008359457,0.015673981
770,0.021943574,0.047021944,0,0,1,0,0.215920865,0.428425113,0.05015674,0.05015674
771,0.012539185,0.018808777,0,0,1,0,0.182768586,0.428425113,0.021943574,0.021943574
772,0.047021944,0.043887147,0.4,0.133333333,0.266666667,0.733333333,0.228127833,0.432477185,0.007836991,0.012539185
773,0.034482759,0.056426332,0.363636364,0.272727273,0.272727273,0.727272727,0.212014753,0.104766283,0.014106583,0.034482759
775,0.006269592,0.003134796,0,0,1,0,0.358114234,0.428425113,0.006269592,0.006269592
777,0.028213166,0.05015674,0.222222222,0.111111111,0.444444444,0.555555556,0.242016722,0.43153291,0.018808777,0.018808777
778,0.009404389,0.034482759,0,0,1,0,0.188954367,0.428425113,0.037617555,0.037617555
814,0.006269592,0.059561129,0,0,1,0,0.125,0.428425113,0.062695925,0.062695925
816,0.053291536,0.053291536,0.294117647,0.058823529,0.294117647,0.705882353,0.285878086,0.437498401,0.008881923,0.021943574
817,0.018808777,0.156739812,0,0,1,0,0.112666213,0.428425113,0.159874608,0.159874608
818,0.062695925,0.081504702,0.2,0.15,0.2,0.8,0.291120807,0.436656085,0.015673981,0.028213166
819,0.087774295,0.087774295,0.107142857,0.035714286,0.321428571,0.678571429,0.298402895,0.442099347,0.022727273,0.056426332
884,0.003134796,0,0,0,1,0,0.059610154,0.428425113,0.003134796,0.003134796
886,0.015673981,0.02507837,0,0,0,1,0.000226655,0.000226655,0.028213166,0.028213166
887,0.006269592,0.003134796,0,0,1,0,0.28700136,0.428425113,0.006269592,0.006269592
904,0.018808777,0.567398119,0,0,0.5,0.5,0.156108341,0.000137485,0.570532915,0.570532915
906,0.003134796,0,0,0,0,1,0.000339982,0.000146011,0.003134796,0.003134796
911,0.006269592,0.003134796,0,0,0,1,0.000226655,0.000199655,0.006269592,0.006269592
912,0.009404389,0.006269592,0,0,1,0,0.147514355,0.428425113,0.009404389,0.009404389
913,0.05015674,0.047021944,0.3125,0.125,0.125,0.875,0.313116217,0.438856197,0.012539185,0.028213166
917,0.034482759,0.056426332,0.181818182,0,0.636363636,0.363636364,0.262414489,0.112711627,0.017763845,0.040752351
922,0.006269592,0.003134796,0,0,0.5,0.5,0.098538078,0.0001993,0.006269592,0.006269592
923,0.018808777,0.02507837,0.333333333,0,0.333333333,0.666666667,0.247129042,0.429327468,0.006269592,0.012539185
924,0.059561129,0.059561129,0.210526316,0.052631579,0.263157895,0.736842105,0.290141719,0.437413495,0.015673981,0.02507837
925,0.05015674,0.047021944,0.25,0.0625,0.125,0.875,0.249695433,0.332950602,0.012539185,0.028213166
926,0.087774295,0.087774295,0.142857143,0.035714286,0.392857143,0.607142857,0.275510782,0.435656744,0.018181818,0.02507837
927,0.097178683,0.210031348,0.161290323,0.096774194,0.612903226,0.387096774,0.222121487,0.330365745,0.035527691,0.119122257
928,0.10031348,0.106583072,0.125,0.0625,0.40625,0.59375,0.275215322,0.440603711,0.021943574,0.053291536
929,0.12539185,0.12539185,0.175,0.025,0.2,0.8,0.252569696,0.440430701,0.016065831,0.062695925
930,0.103448276,0.10031348,0.151515152,0.090909091,0.272727273,0.727272727,0.271532185,0.441431107,0.017241379,0.062695925
931,0.115987461,0.112852665,0.351351351,0.054054054,0.108108108,0.891891892,0.250970939,0.434093964,0.009665622,0.043887147
932,0.131661442,0.26645768,0.166666667,0.071428571,0.261904762,0.738095238,0.22213228,0.33822867,0.03369906,0.159874608
933,0.087774295,0.084639498,0.214285714,0.107142857,0.321428571,0.678571429,0.281355232,0.439851275,0.012539185,0.02507837
934,0.097178683,0.094043887,0.322580645,0.064516129,0.193548387,0.806451613,0.249722165,0.436518245,0.008834426,0.021943574
935,0.134796238,0.144200627,0.11627907,0.069767442,0.255813953,0.744186047,0.21308693,0.343443856,0.024555904,0.056426332
936,0.109717868,0.106583072,0.514285714,0.057142857,0.057142857,0.942857143,0.227081984,0.431331834,0.006453992,0.015673981
937,0.134796238,0.131661442,0.209302326,0.069767442,0.23255814,0.76744186,0.237818634,0.428245353,0.01497736,0.081504702
938,0.12539185,0.122257053,0.2,0.1,0.225,0.775,0.232884746,0.054952012,0.013932428,0.034482759
939,0.134796238,0.147335423,0.186046512,0.069767442,0.279069767,0.720930233,0.232394737,0.134663727,0.01497736,0.047021944
940,0.084639498,0.109717868,0.185185185,0.037037037,0.259259259,0.740740741,0.268224707,0.440134771,0.018808777,0.040752351
941,0.144200627,0.163009404,0.304347826,0.108695652,0.130434783,0.869565217,0.204568075,0.34129348,0.011867443,0.040752351
942,0.119122257,0.115987461,0.157894737,0.052631579,0.157894737,0.842105263,0.248082383,0.152398204,0.017017465,0.053291536
943,0.090909091,0.090909091,0.24137931,0.068965517,0.137931034,0.862068966,0.290618064,0.442295094,0.012987013,0.059561129
944,0.119122257,0.115987461,0.263157895,0.105263158,0.263157895,0.736842105,0.233865773,0.432193689,0.011912226,0.037617555
945,0.122257053,0.119122257,0.333333333,0.128205128,0.128205128,0.871794872,0.225521306,0.339425889,0.009404389,0.018808777
