Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
32,0.066666667,0.066666667,0,0,0,1,0.00021347,0.00021347,0.077777778,0.077777778
36,0.011111111,0,0,0,0,1,0.00021347,0.000132826,0.011111111,0.011111111
42,0.111111111,0.1,0,0,0,1,0.00021347,0.00021347,0.111111111,0.111111111
57,0.1,0.111111111,0,0,0,1,0.00021347,0.000148243,0.122222222,0.122222222
107,0.044444444,0.044444444,0.5,0,0,1,0.313614046,0.230203627,0.022222222,0.033333333
269,0.022222222,0.011111111,0,0,1,0,0.452716405,0.346231662,0.022222222,0.022222222
438,0.1,0.1,0,0,0.333333333,0.666666667,0.141079921,0.000145871,0.111111111,0.111111111
454,0.033333333,0.022222222,0,0,0,1,0.00021347,0.000150615,0.033333333,0.033333333
468,0.133333333,0.122222222,0,0,0,1,0.00021347,0.00021347,0.133333333,0.133333333
476,0.033333333,0.033333333,0,0,1,0,0.429572704,0.346231662,0.044444444,0.044444444
492,0.044444444,0.033333333,0,0,0,1,0.00021347,0.000138755,0.044444444,0.044444444
502,0.022222222,0.011111111,0,0,0,1,0.00021347,0.000139941,0.022222222,0.022222222
537,0.011111111,0,0,0,0,1,0.00021347,0.000122152,0.011111111,0.011111111
574,0.055555556,0.044444444,0,0,0,1,0.00021347,0.000126896,0.055555556,0.055555556
598,0.022222222,0.011111111,0,0,0,1,0.00021347,0.000147057,0.022222222,0.022222222
602,0.077777778,0.144444444,0.142857143,0,0.142857143,0.857142857,0.039873138,0.107550907,0.155555556,0.155555556
606,0.055555556,0.044444444,0,0,0,1,0.000234817,0.00021347,0.055555556,0.055555556
609,0.011111111,0,0,0,1,0,0.423310919,0.346231662,0.011111111,0.011111111
617,0.022222222,0.011111111,0,0,0,1,0.00021347,0.00021347,0.022222222,0.022222222
639,0.033333333,0.033333333,0,0,0,1,0.00021347,0.00021347,0.044444444,0.044444444
667,0.011111111,0,0,0,0,1,0.00021347,0.00021347,0.011111111,0.011111111
686,0.044444444,0.033333333,0,0,0,1,0.00021347,0.00021347,0.044444444,0.044444444
