Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
89,0.0125,0,0,0,1,0,0.082517258,0.344641997,0.0125,0.0125
183,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
239,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
354,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
480,0.025,0.0125,0,0,1,0,0.100577942,0.344641997,0.025,0.025
596,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
764,0.0125,0,0,0,1,0,0.135334725,0.344641997,0.0125,0.0125
816,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
828,0.0125,0,0,0,1,0,0.13388987,0.344641997,0.0125,0.0125
836,0.025,0.0125,0,0,0,1,0.000321079,0.00016656,0.025,0.025
1050,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
1126,0.0875,0.2625,0.285714286,0,0.428571429,0.571428571,0.117331376,0.207509231,0.029166667,0.0375
1210,0.025,0.0125,0,0,0,1,0.000321079,0.000218735,0.025,0.025
1255,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
1288,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
1303,0.0125,0,0,0,1,0,0.138063895,0.344641997,0.0125,0.0125
1365,0.025,0.0125,0,0,1,0,0.145047359,0.344641997,0.025,0.025
1449,0.0375,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
1481,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
1615,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
1746,0.025,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
1755,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
1756,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
1759,0.0625,0.05,0,0,0,1,0.000321079,0.000321079,0.0625,0.0625
1774,0.0125,0,0,0,0,1,0.000321079,0.000236796,0.0125,0.0125
1811,0.0125,0,0,0,0,1,0.000321079,0.000218735,0.0125,0.0125
1984,0.0125,0,0,0,1,0,0.117033232,0.344641997,0.0125,0.0125
2094,0.0625,0.05,0,0,0,1,0.000321079,0.000321079,0.0625,0.0625
2272,0.0375,0.0375,0,0,0,1,0.000321079,0.000256863,0.05,0.05
2297,0.025,0.0125,0,0,0,1,0.000321079,0.000246829,0.025,0.025
2375,0.0375,0.025,0,0,1,0,0.103761974,0.344641997,0.0375,0.0375
2434,0.05,0.05,0,0,0,1,0.000321079,0.000321079,0.0625,0.0625
2507,0.025,0.0125,0,0,1,0,0.036602986,0.344641997,0.025,0.025
2515,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
2597,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
2664,0.0875,0.075,0,0,0,1,0.000321079,0.000204688,0.0875,0.0875
2679,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
2766,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
2867,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
2958,0.025,0.0125,0,0,0.5,0.5,0.034435704,0.000204688,0.025,0.025
3015,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
3033,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
3041,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
3180,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
3241,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
3279,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
3398,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
3416,0.025,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
3451,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
3489,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
3550,0.025,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
3647,0.1125,0.1,0,0,0,1,0.000321079,0.000321079,0.1125,0.1125
3669,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
3685,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
3735,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
3773,0.0625,0.075,0,0,1,0,0.133954086,0.344641997,0.0875,0.0875
3862,0.025,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
3882,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
3996,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
3998,0.05,0.0375,0,0,0,1,0.000321079,0.000200674,0.05,0.05
4058,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
4127,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
4210,0.0125,0,0,0,0,1,0.000321079,0.000226762,0.0125,0.0125
4316,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
4373,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
4433,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
4476,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
4533,0.0375,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
4573,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
4663,0.0375,0.025,0,0,0,1,0.000321079,0.00016656,0.0375,0.0375
4730,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
4763,0.0125,0,0,0,0,1,0.000321079,0.000204688,0.0125,0.0125
4769,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
4789,0.0125,0,0,0,0,1,0.000321079,0.000226762,0.0125,0.0125
4792,0.0625,0.05,0,0,0,1,0.000321079,0.000321079,0.0625,0.0625
4871,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
4873,0.025,0.0125,0,0,0,1,0.000481618,0.00017258,0.025,0.025
4917,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
4965,0.0125,0,0,0,1,0,0.09006261,0.344641997,0.0125,0.0125
4974,0.0125,0,0,0,1,0,0.095842029,0.344641997,0.0125,0.0125
4988,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
5082,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
5141,0.0125,0,0,0,1,0,0.144324932,0.344641997,0.0125,0.0125
5177,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
5186,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
5242,0.0375,0.025,0,0,0,1,0.000321079,0.000234789,0.0375,0.0375
5290,0.1125,0.1,0,0,0,1,0.000321079,0.000321079,0.1125,0.1125
5368,0.0125,0,0,0,1,0,0.146090865,0.344641997,0.0125,0.0125
5383,0.0625,0.075,0,0,0,1,0.000321079,0.000321079,0.0875,0.0875
5397,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
5459,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
5671,0.0125,0,0,0,0,1,0.009471825,0.000686306,0.0125,0.0125
5678,0.025,0.0125,0,0,0,1,0.000321079,0.000194654,0.025,0.025
5700,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
5788,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
5864,0.0125,0,0,0,0,1,0.000321079,0.000202681,0.0125,0.0125
5894,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
5914,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
5934,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
5954,0.025,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
5990,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
6047,0.0625,0.05,0,0,0,1,0.000321079,0.000321079,0.0625,0.0625
6048,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
6079,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
6096,0.0375,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
6126,0.0125,0,0,0,0,1,0.000321079,0.000214721,0.0125,0.0125
6146,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
6249,0.025,0.0125,0,0,0.5,0.5,0.02745224,0.000208701,0.025,0.025
6397,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
6403,0.05,0.0375,0,0,0,1,0.000321079,0.000214721,0.05,0.05
6490,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
6495,0.025,0.0125,0,0,0,1,0.000321079,0.000222748,0.025,0.025
6501,0.0125,0,0,0,1,0,0.132123936,0.344641997,0.0125,0.0125
6590,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
6597,0.075,0.0625,0,0,0,1,0.000321079,0.000321079,0.075,0.075
6629,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
6631,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
6653,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
6761,0.05,0.0375,0,0,0,1,0.000321079,0.000321079,0.05,0.05
6843,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
6905,0.025,0.0625,0,0,0.5,0.5,0.000321079,0.000321079,0.075,0.075
7012,0.0125,0,0,0,0,1,0.000321079,0.000160539,0.0125,0.0125
7083,0.075,0.0625,0,0,0.5,0.5,0.034248408,0.000214721,0.075,0.075
7128,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
7184,0.0125,0,0,0,1,0,0.170332317,0.344641997,0.0125,0.0125
7410,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
7499,0.0125,0,0,0,1,0,0.158612939,0.344641997,0.0125,0.0125
7539,0.025,0.0125,0.5,0,0,1,0.000401349,0.244066062,0.025,0.025
7572,0.025,0.0125,0,0,0,1,0.000401349,0.000170573,0.025,0.025
7639,0.075,0.0625,0,0,0,1,0.000321079,0.000321079,0.075,0.075
7658,0.025,0.0125,0,0,0,1,0.000321079,0.000321079,0.025,0.025
7675,0.025,0.025,0,0,0,1,0.000321079,0.000321079,0.0375,0.0375
7677,0.0125,0,0,0,0,1,0.000321079,0.000321079,0.0125,0.0125
7761,0.075,0.1125,0,0,0,1,0.000321079,0.000321079,0.125,0.125
