Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
75,0.053435115,0.06870229,0,0,1,0,0.261403809,0.347055705,0.076335878,0.076335878
77,0.022900763,0.015267176,0,0,0,1,0.000327047,0.000219696,0.022900763,0.022900763
80,0.030534351,0.045801527,0,0,0.25,0.75,0.052463752,0.000153953,0.053435115,0.053435115
82,0.007633588,0,0,0,1,0,0.156655402,0.347055705,0.007633588,0.007633588
84,0.030534351,0.022900763,0,0,0.25,0.75,0.039654421,0.00015645,0.030534351,0.030534351
87,0.076335878,0.083969466,0.2,0.2,0.4,0.6,0.161419383,0.346997453,0.030534351,0.061068702
120,0.007633588,0,0,0,1,0,0.084705113,0.347055705,0.007633588,0.007633588
141,0.007633588,0,0,0,1,0,0.284421672,0.347055705,0.007633588,0.007633588
205,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
231,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
233,0.022900763,0.106870229,0,0,1,0,0.177150332,0.347055705,0.114503817,0.114503817
238,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
247,0.007633588,0,0,0,1,0,0.199062466,0.347055705,0.007633588,0.007633588
250,0.022900763,0.015267176,0,0,1,0,0.20193321,0.347055705,0.022900763,0.022900763
252,0.038167939,0.030534351,0,0,1,0,0.192477924,0.347055705,0.038167939,0.038167939
254,0.007633588,0,0,0,0,1,0.000218031,0.000159779,0.007633588,0.007633588
255,0.06870229,0.106870229,0.222222222,0,0.444444444,0.555555556,0.17300774,0.347792185,0.022900763,0.038167939
260,0.030534351,0.022900763,0.5,0,0.25,0.75,0.234383517,0.350011609,0.015267176,0.022900763
264,0.007633588,0,0,0,1,0,0.08699444,0.347055705,0.007633588,0.007633588
268,0.045801527,0.045801527,0,0,0.833333333,0.166666667,0.202768996,0.000153953,0.053435115,0.053435115
269,0.007633588,0,0,0,1,0,0.277989753,0.347055705,0.007633588,0.007633588
289,0.022900763,0.053435115,0,0,0,1,0.000218031,0.000218031,0.061068702,0.061068702
294,0.045801527,0.038167939,0,0,0,1,0.000218031,0.000218031,0.045801527,0.045801527
350,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
365,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
391,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
403,0.045801527,0.038167939,0,0,0,1,0.000218031,0.000218031,0.045801527,0.045801527
408,0.053435115,0.045801527,0.428571429,0.142857143,0.142857143,0.857142857,0.208811574,0.349786088,0.026717557,0.038167939
411,0.030534351,0.022900763,0,0,0.5,0.5,0.015071405,0.000149792,0.030534351,0.030534351
419,0.038167939,0.175572519,0,0,0.4,0.6,0.081543661,0.00012982,0.183206107,0.183206107
420,0.007633588,0,0,0,1,0,0.289545405,0.347055705,0.007633588,0.007633588
421,0.015267176,0.015267176,0,0,1,0,0.154148043,0.347055705,0.022900763,0.022900763
424,0.045801527,0.038167939,0.333333333,0.166666667,0.166666667,0.833333333,0.282314038,0.35453534,0.045801527,0.045801527
425,0.015267176,0.007633588,0,0,1,0,0.105745122,0.347055705,0.015267176,0.015267176
426,0.007633588,0,0,0,1,0,0.278752862,0.347055705,0.007633588,0.007633588
429,0.030534351,0.061068702,0,0,1,0,0.190750027,0.347055705,0.06870229,0.06870229
431,0.06870229,0.106870229,0,0,0.333333333,0.666666667,0.056070351,0.000218031,0.114503817,0.114503817
434,0.038167939,0.030534351,0.4,0,0.4,0.6,0.104611359,0.343047926,0.019083969,0.022900763
436,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
444,0.045801527,0.061068702,0,0,0,1,0.000218031,0.000218031,0.06870229,0.06870229
455,0.099236641,0.091603053,0,0,0,1,0.000218031,0.000218031,0.099236641,0.099236641
486,0.007633588,0,0,0,0,1,0.000218031,0.000143967,0.007633588,0.007633588
488,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
523,0.030534351,0.022900763,0,0,0,1,0.000218031,0.000218031,0.030534351,0.030534351
559,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
569,0.083969466,0.076335878,0,0,0,1,0.000218031,0.000218031,0.083969466,0.083969466
582,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
588,0.015267176,0.022900763,0,0,1,0,0.180638831,0.347055705,0.030534351,0.030534351
590,0.015267176,0.022900763,0,0,1,0,0.282622915,0.347055705,0.030534351,0.030534351
591,0.038167939,0.045801527,0,0,0.4,0.6,0.109211817,0.000218031,0.053435115,0.053435115
592,0.007633588,0,0,0,1,0,0.093971438,0.347055705,0.007633588,0.007633588
598,0.045801527,0.083969466,0,0,0.166666667,0.833333333,0.047131073,0.000218031,0.091603053,0.091603053
601,0.045801527,0.190839695,0,0,1,0,0.189705295,0.347055705,0.198473282,0.198473282
602,0.221374046,0.244274809,0.172413793,0.034482759,0.24137931,0.75862069,0.157948552,0.226998751,0.040712468,0.061068702
603,0.091603053,0.083969466,0.25,0,0.166666667,0.833333333,0.193920564,0.348196624,0.022900763,0.045801527
604,0.022900763,0.038167939,0,0,0,1,0.000218031,0.000218031,0.045801527,0.045801527
607,0.13740458,0.160305344,0.444444444,0.055555556,0.111111111,0.888888889,0.100421527,0.222895271,0.016963528,0.030534351
608,0.122137405,0.114503817,0.0625,0,0,1,0.001083342,0.000149792,0.061068702,0.083969466
609,0.06870229,0.061068702,0.333333333,0,0.222222222,0.777777778,0.193175624,0.148236236,0.022900763,0.030534351
613,0.022900763,0.015267176,0,0,1,0,0.229259784,0.347055705,0.022900763,0.022900763
622,0.022900763,0.015267176,0,0,0,1,0.000218031,0.000218031,0.022900763,0.022900763
624,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
628,0.076335878,0.06870229,0,0,0,1,0.000228933,0.000218863,0.076335878,0.076335878
663,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
666,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000204716,0.015267176,0.015267176
667,0.053435115,0.045801527,0,0,0,1,0.000218031,0.000218031,0.053435115,0.053435115
673,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
677,0.022900763,0.030534351,0,0,0,1,0.000218031,0.000152289,0.038167939,0.038167939
688,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
725,0.129770992,0.152671756,0,0,0,1,0.000218031,0.000218031,0.160305344,0.160305344
745,0.007633588,0,0,0,0,1,0.000218031,0.000146464,0.007633588,0.007633588
752,0.045801527,0.038167939,0.5,0,0.333333333,0.666666667,0.184581562,0.347980257,0.015267176,0.015267176
759,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
760,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
762,0.06870229,0.06870229,0.333333333,0.222222222,0.333333333,0.666666667,0.215705513,0.352037967,0.022900763,0.030534351
763,0.045801527,0.038167939,0.333333333,0,0.5,0.5,0.133653112,0.346894262,0.022900763,0.022900763
765,0.015267176,0.007633588,0,0,1,0,0.272157419,0.347055705,0.015267176,0.015267176
767,0.015267176,0.007633588,0,0,1,0,0.171372506,0.347055705,0.015267176,0.015267176
770,0.015267176,0.007633588,0,0,1,0,0.118009375,0.347055705,0.015267176,0.015267176
773,0.007633588,0,0,0,1,0,0.110759839,0.347055705,0.007633588,0.007633588
777,0.167938931,0.160305344,0.090909091,0.136363636,0.136363636,0.863636364,0.229631428,0.362943687,0.167938931,0.167938931
779,0.091603053,0.114503817,0,0,1,0,0.193820633,0.347055705,0.122137405,0.122137405
782,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
783,0.022900763,0.015267176,0.666666667,0,0,1,0.198844435,0.348096763,0.022900763,0.022900763
785,0.022900763,0.015267176,0,0,1,0,0.129873905,0.347055705,0.022900763,0.022900763
786,0.038167939,0.030534351,0,0,0,1,0.000218031,0.00011817,0.038167939,0.038167939
787,0.030534351,0.122137405,0,0,1,0,0.191322359,0.347055705,0.129770992,0.129770992
809,0.007633588,0,0,0,1,0,0.270903739,0.347055705,0.007633588,0.007633588
846,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
848,0.007633588,0,0,0,1,0,0.072059304,0.347055705,0.007633588,0.007633588
873,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
888,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000142303,0.015267176,0.015267176
892,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
900,0.06870229,0.083969466,0,0,0,1,0.000218031,0.000204716,0.091603053,0.091603053
915,0.007633588,0,0,0,1,0,0.122751553,0.347055705,0.007633588,0.007633588
921,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
925,0.015267176,0.007633588,0,0,1,0,0.158399651,0.347055705,0.015267176,0.015267176
932,0.099236641,0.099236641,0.307692308,0.153846154,0.307692308,0.692307692,0.228496675,0.355945885,0.021374046,0.030534351
933,0.015267176,0.007633588,0,0,1,0,0.276136488,0.347055705,0.015267176,0.015267176
934,0.083969466,0.114503817,0.363636364,0,0.272727273,0.727272727,0.20829906,0.348219093,0.020992366,0.030534351
936,0.083969466,0.198473282,0,0,0.636363636,0.363636364,0.153602965,0.000218031,0.20610687,0.20610687
937,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
938,0.022900763,0.122137405,0,0,1,0,0.213452524,0.347055705,0.129770992,0.129770992
941,0.007633588,0,0,0,1,0,0.127984302,0.347055705,0.007633588,0.007633588
945,0.061068702,0.076335878,0.25,0,0.375,0.625,0.229164396,0.216954337,0.020356234,0.030534351
946,0.106870229,0.122137405,0.428571429,0.142857143,0.214285714,0.785714286,0.156110324,0.341870391,0.021374046,0.038167939
947,0.114503817,0.167938931,0.133333333,0.2,0.6,0.4,0.163225408,0.355255176,0.08778626,0.106870229
952,0.06870229,0.183206107,0.222222222,0,0.666666667,0.333333333,0.203398864,0.350648227,0.061068702,0.152671756
961,0.061068702,0.053435115,0.5,0,0.375,0.625,0.102842581,0.121206195,0.01221374,0.015267176
965,0.007633588,0,0,0,1,0,0.188378938,0.347055705,0.007633588,0.007633588
969,0.061068702,0.053435115,0.25,0,0.125,0.875,0.269432029,0.356060726,0.030534351,0.053435115
991,0.007633588,0,0,0,0,1,0.000218031,0.00014896,0.007633588,0.007633588
1007,0.007633588,0,0,0,0,1,0.000218031,0.000165604,0.007633588,0.007633588
1015,0.022900763,0.015267176,0,0,0,1,0.000218031,0.000132317,0.022900763,0.022900763
1055,0.06870229,0.06870229,0,0,0,1,0.000218031,0.000218031,0.076335878,0.076335878
1060,0.022900763,0.015267176,0,0,0,1,0.000218031,0.000127324,0.022900763,0.022900763
1077,0.022900763,0.015267176,0,0,1,0,0.168356408,0.347055705,0.022900763,0.022900763
1098,0.007633588,0,0,0,1,0,0.130382645,0.347055705,0.007633588,0.007633588
1104,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
1107,0.030534351,0.022900763,0,0,0,1,0.000218031,0.000218031,0.030534351,0.030534351
1108,0.015267176,0.007633588,0,0,1,0,0.171372506,0.347055705,0.015267176,0.015267176
1109,0.030534351,0.022900763,0,0,0,1,0.000218031,0.000218031,0.030534351,0.030534351
1111,0.030534351,0.022900763,0,0,1,0,0.194565573,0.347055705,0.030534351,0.030534351
1114,0.015267176,0.007633588,0,0,1,0,0.07265889,0.347055705,0.015267176,0.015267176
1119,0.015267176,0.007633588,0,0,1,0,0.104818489,0.347055705,0.015267176,0.015267176
1120,0.106870229,0.145038168,0.285714286,0.071428571,0.571428571,0.428571429,0.147817352,0.348570273,0.038167939,0.099236641
1121,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
1122,0.106870229,0.099236641,0.214285714,0.071428571,0.214285714,0.785714286,0.24920185,0.361701242,0.03562341,0.053435115
1124,0.061068702,0.061068702,0.25,0,0.125,0.875,0.236373051,0.21421064,0.030534351,0.045801527
1126,0.122137405,0.13740458,0,0,0.9375,0.0625,0.106869345,0.000140638,0.145038168,0.145038168
1134,0.022900763,0.015267176,0,0,1,0,0.227769904,0.347055705,0.022900763,0.022900763
1139,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
1143,0.007633588,0,0,0,0,1,0.000218031,0.000168933,0.007633588,0.007633588
1153,0.076335878,0.06870229,0,0,0,1,0.000218031,0.000218031,0.076335878,0.076335878
1224,0.007633588,0,0,0,0,1,0.000218031,0.000218031,0.007633588,0.007633588
1255,0.045801527,0.038167939,0,0,0.833333333,0.166666667,0.029525055,0.00170264,0.045801527,0.045801527
1261,0.022900763,0.045801527,0,0,0.666666667,0.333333333,0.056215706,0.000143967,0.053435115,0.053435115
1267,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
1277,0.015267176,0.007633588,0,0,1,0,0.131636324,0.347055705,0.015267176,0.015267176
1278,0.045801527,0.053435115,0,0,1,0,0.256713543,0.347055705,0.061068702,0.061068702
1282,0.030534351,0.076335878,0.5,0,0.25,0.75,0.189659871,0.209040305,0.041984733,0.06870229
1284,0.083969466,0.236641221,0.272727273,0.090909091,0.090909091,0.909090909,0.195514504,0.149041786,0.027989822,0.038167939
1285,0.129770992,0.129770992,0.294117647,0.176470588,0.294117647,0.705882353,0.224796558,0.359018294,0.027480916,0.045801527
1287,0.007633588,0,0,0,1,0,0.120789273,0.347055705,0.007633588,0.007633588
1289,0.045801527,0.427480916,0.333333333,0,0.333333333,0.666666667,0.230876849,0.210376786,0.015267176,0.022900763
1291,0.015267176,0.007633588,0,0,1,0,0.124223264,0.347055705,0.015267176,0.015267176
1292,0.122137405,0.167938931,0.125,0.0625,0.5625,0.4375,0.189210182,0.357332297,0.080152672,0.099236641
1293,0.007633588,0,0,0,1,0,0.158508667,0.347055705,0.007633588,0.007633588
1294,0.114503817,0.160305344,0.333333333,0.066666667,0.2,0.8,0.189599913,0.212344892,0.019083969,0.053435115
1296,0.045801527,0.236641221,0,0,0.333333333,0.666666667,0.049238708,0.000218031,0.244274809,0.244274809
1297,0.007633588,0,0,0,1,0,0.122751553,0.347055705,0.007633588,0.007633588
1298,0.045801527,0.190839695,0,0,1,0,0.190341219,0.347055705,0.198473282,0.198473282
1299,0.015267176,0.007633588,0,0,0,1,0.000218031,0.000218031,0.015267176,0.015267176
1300,0.045801527,0.122137405,0,0,1,0,0.190214034,0.347055705,0.129770992,0.129770992
