Individual,observed,time.span,switching,absence,visiting,homing,avg.group.size,avg.comm.size,avg.stay,max.stay
85,0.028368794,0.042553191,0.5,0,0.25,0.75,0.317347172,0.365495742,0.014184397,0.021276596
94,0.007092199,0,0,0,1,0,0.138800182,0.361162609,0.007092199,0.007092199
97,0.085106383,0.078014184,0.25,0.083333333,0.333333333,0.666666667,0.225136861,0.365472285,0.021276596,0.04964539
113,0.042553191,0.035460993,0.166666667,0,0.666666667,0.333333333,0.106580748,0.148577839,0.042553191,0.042553191
154,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
161,0.007092199,0,0,0,0,1,0.000228102,0.000159348,0.007092199,0.007092199
176,0.014184397,0.021276596,0,0,0,1,0.000228102,0.000228102,0.028368794,0.028368794
224,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
243,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
249,0.007092199,0,0,0,1,0,0.320711679,0.361162609,0.007092199,0.007092199
257,0.056737589,0.04964539,0.375,0,0.375,0.625,0.217851848,0.362206864,0.014184397,0.021276596
411,0.007092199,0,0,0,0,1,0.000228102,0.000156921,0.007092199,0.007092199
420,0.021276596,0.014184397,0.666666667,0,0,1,0.21042427,0.361312251,0.021276596,0.021276596
421,0.007092199,0,0,0,1,0,0.138800182,0.361162609,0.007092199,0.007092199
422,0.007092199,0,0,0,1,0,0.092837591,0.361162609,0.007092199,0.007092199
423,0.04964539,0.120567376,0.285714286,0,0.571428571,0.428571429,0.121871741,0.363255164,0.028368794,0.035460993
424,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000156921,0.014184397,0.014184397
425,0.078014184,0.078014184,0.090909091,0.090909091,0.545454545,0.454545455,0.138623922,0.208744241,0.042553191,0.04964539
428,0.007092199,0,0,0,0,1,0.000228102,0.00016501,0.007092199,0.007092199
429,0.04964539,0.042553191,0.285714286,0,0,1,0.309062174,0.371302641,0.04964539,0.04964539
431,0.021276596,0.063829787,0,0,1,0,0.324323297,0.361162609,0.070921986,0.070921986
432,0.007092199,0,0,0,1,0,0.156592153,0.361162609,0.007092199,0.007092199
440,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000158539,0.014184397,0.014184397
453,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
553,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
561,0.028368794,0.021276596,0,0,0,1,0.000228102,0.000162583,0.028368794,0.028368794
592,0.042553191,0.063829787,0,0,1,0,0.172996502,0.361162609,0.070921986,0.070921986
601,0.028368794,0.021276596,0,0,1,0,0.130617016,0.361162609,0.028368794,0.028368794
604,0.035460993,0.127659574,0.4,0,0.4,0.6,0.257139599,0.365981066,0.024822695,0.028368794
607,0.028368794,0.021276596,0,0,0,1,0.000228102,0.000228102,0.028368794,0.028368794
608,0.042553191,0.489361702,0.166666667,0,0,1,0.000228102,0.000228102,0.021276596,0.021276596
612,0.042553191,0.035460993,0.333333333,0,0.333333333,0.666666667,0.29584854,0.367977365,0.021276596,0.028368794
617,0.007092199,0,0,0,0,1,0.000228102,0.000169863,0.007092199,0.007092199
655,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
669,0.028368794,0.021276596,0,0,0,1,0.000228102,0.000228102,0.028368794,0.028368794
722,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
739,0.021276596,0.014184397,0,0,0.333333333,0.666666667,0.075463808,0.000163392,0.021276596,0.021276596
761,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
768,0.04964539,0.04964539,0.285714286,0,0,1,0.000228102,0.000174717,0.016548463,0.021276596
773,0.014184397,0.035460993,0,0,1,0,0.151973084,0.361162609,0.042553191,0.042553191
778,0.063829787,0.056737589,0.222222222,0.333333333,0.333333333,0.666666667,0.272746857,0.373660506,0.063829787,0.063829787
779,0.04964539,0.04964539,0,0,0,1,0.000228102,0.000228102,0.056737589,0.056737589
785,0.04964539,0.042553191,0.571428571,0,0.142857143,0.857142857,0.083892727,0.195852423,0.012411348,0.014184397
788,0.028368794,0.021276596,0,0,0,1,0.000228102,0.000228102,0.028368794,0.028368794
807,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000160966,0.014184397,0.014184397
811,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
907,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
913,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
915,0.042553191,0.09929078,0,0,0,1,0.000228102,0.000228102,0.106382979,0.106382979
927,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
935,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000164201,0.014184397,0.014184397
945,0.078014184,0.14893617,0.181818182,0.181818182,0.272727273,0.727272727,0.236137608,0.374346431,0.074468085,0.078014184
948,0.184397163,0.177304965,0.307692308,0.115384615,0.115384615,0.884615385,0.200712381,0.205380138,0.023049645,0.04964539
949,0.035460993,0.120567376,0,0,1,0,0.239416058,0.361162609,0.127659574,0.127659574
950,0.170212766,0.191489362,0.083333333,0.125,0.5,0.5,0.212220575,0.377566554,0.061465721,0.106382979
952,0.021276596,0.113475177,0,0,1,0,0.22426247,0.361162609,0.120567376,0.120567376
962,0.007092199,0,0,0,1,0,0.091126825,0.361162609,0.007092199,0.007092199
966,0.035460993,0.028368794,0,0,0,1,0.000228102,0.000228102,0.035460993,0.035460993
976,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
1015,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
1054,0.007092199,0,0,0,1,0,0.194114964,0.361162609,0.007092199,0.007092199
1066,0.021276596,0.014184397,0,0,0,1,0.000228102,0.000228102,0.021276596,0.021276596
1085,0.007092199,0,0,0,0,1,0.000228102,0.000228102,0.007092199,0.007092199
1100,0.028368794,0.021276596,0,0.25,0.5,0.5,0.019502737,0.000169054,0.028368794,0.028368794
1101,0.042553191,0.312056738,0,0,0.166666667,0.833333333,0.000228102,0.000228102,0.319148936,0.319148936
1102,0.070921986,0.063829787,0,0,0,1,0.000228102,0.000153686,0.070921986,0.070921986
1104,0.007092199,0,0,0,1,0,0.298015511,0.361162609,0.007092199,0.007092199
1105,0.035460993,0.219858156,0.2,0,0,1,0.000228102,0.000160966,0.024822695,0.035460993
1109,0.163120567,0.212765957,0.130434783,0.086956522,0.217391304,0.782608696,0.214877221,0.210329632,0.070921986,0.106382979
1112,0.042553191,0.397163121,0.5,0,0.166666667,0.833333333,0.224186436,0.177318715,0.130023641,0.361702128
1116,0.042553191,0.035460993,0.333333333,0,0.333333333,0.666666667,0.28714264,0.367512263,0.021276596,0.028368794
1117,0.007092199,0,0,0,1,0,0.071053832,0.361162609,0.007092199,0.007092199
1122,0.014184397,0.021276596,0,0,1,0,0.187842153,0.361162609,0.028368794,0.028368794
1124,0.070921986,0.666666667,0,0,0.6,0.4,0.034625912,0.000228102,0.673758865,0.673758865
1127,0.120567376,0.113475177,0.235294118,0,0.058823529,0.941176471,0.251891906,0.375061474,0.030141844,0.070921986
1133,0.014184397,0.007092199,0,0,0,1,0.000228102,0.000228102,0.014184397,0.014184397
1137,0.007092199,0,0,0,1,0,0.129676095,0.361162609,0.007092199,0.007092199
